Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,ClientNum,Predictions - Churn or Not,Predictions- Probability to Churn,Predictions - Churn or Not Desc,Actual_Result
49,M,2,High School,Single,$80K - $120K,Silver,40,4,3,2,34516.0,1313,33203.0,0.583,15154,99,0.833,0.038,714785508,1,99.89318883270718,Attrition,Attrition
55,F,4,College,Single,Unknown,Blue,36,5,3,3,7790.0,753,7037.0,0.968,4835,84,0.826,0.097,716641983,1,99.32196918018576,Attrition,Attrition
51,F,3,Unknown,Married,Less than $40K,Blue,30,3,2,0,6006.0,1576,4430.0,0.504,3199,65,0.548,0.262,711670308,1,99.91055398330033,Attrition,Attrition
53,F,2,Graduate,Married,$40K - $60K,Blue,36,4,3,1,1438.3,582,856.3,0.611,4915,92,0.769,0.405,710770383,1,99.9734378968008,Attrition,Attrition
53,F,3,High School,Married,Unknown,Blue,45,5,1,3,2495.0,1354,1141.0,0.623,1311,31,0.476,0.543,708344358,1,99.7675156919405,Attrition,Attrition
41,F,4,Uneducated,Married,Less than $40K,Blue,36,3,5,1,1438.3,1055,383.3,0.809,4532,78,0.472,0.734,714585033,1,99.80599674886848,Attrition,Attrition
41,M,4,Graduate,Single,$80K - $120K,Blue,33,1,1,3,31560.0,1298,30262.0,0.681,7641,93,0.632,0.041,711136008,1,99.94637112740496,Attrition,Attrition
53,M,3,Graduate,Married,$40K - $60K,Blue,43,6,4,2,7451.0,683,6768.0,0.924,2165,49,0.96,0.092,711315783,1,98.26772229383634,Attrition,Attrition
40,M,3,Uneducated,Married,$80K - $120K,Blue,34,4,3,2,14840.0,2043,12797.0,0.778,16256,111,0.85,0.138,797641683,1,99.8820847021576,Attrition,Attrition
52,M,3,Uneducated,Single,$80K - $120K,Blue,46,4,1,2,4555.0,0,4555.0,1.031,3646,66,1.2,0.0,797998158,1,99.62125791393059,Attrition,Attrition
54,F,1,High School,Married,Less than $40K,Blue,43,6,2,3,2306.0,2200,106.0,0.697,2097,57,0.541,0.954,712040433,1,90.36952490323999,Attrition,Attrition
48,F,3,Uneducated,Single,$40K - $60K,Blue,36,5,3,3,1906.0,1259,647.0,0.932,4634,54,0.862,0.661,712311258,1,91.03242374329984,Attrition,Attrition
41,M,4,Unknown,Married,$60K - $80K,Blue,36,5,3,2,1734.0,857,877.0,0.752,4741,84,0.714,0.494,817960533,1,99.92421901899644,Attrition,Attrition
59,F,0,Unknown,Married,Less than $40K,Blue,53,4,3,2,5512.0,1124,4388.0,1.391,1975,49,1.579,0.204,796532958,1,99.97801212140973,Attrition,Attrition
36,M,3,Uneducated,Married,$40K - $60K,Blue,25,6,2,4,3645.0,2517,1128.0,0.749,4142,74,0.644,0.691,779210283,1,99.44112685135956,Attrition,Attrition
47,F,5,College,Single,Less than $40K,Blue,34,4,3,2,5950.0,0,5950.0,0.44,4655,66,0.784,0.0,789692283,1,99.3361572002596,Attrition,Attrition
58,M,3,Graduate,Married,$80K - $120K,Blue,54,4,3,3,18713.0,1022,17691.0,0.682,1524,42,0.615,0.055,824157858,1,99.62187854217954,Attrition,Attrition
43,M,2,High School,Single,$60K - $80K,Blue,36,4,3,2,6976.0,0,6976.0,0.519,1217,39,1.438,0.0,709120008,1,99.13584686888282,Attrition,Attrition
36,M,3,Graduate,Single,$60K - $80K,Blue,30,3,4,3,2789.0,1584,1205.0,0.996,2688,60,0.714,0.568,769145733,1,97.67655164160915,Attrition,Attrition
42,F,4,Unknown,Married,Less than $40K,Blue,30,4,2,3,8777.0,1668,7109.0,0.85,4141,83,0.66,0.19,711255858,1,99.89497891441627,Attrition,Attrition
39,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,1,4,3272.0,2323,949.0,1.123,4763,86,0.593,0.71,721384308,1,99.94479754655902,Attrition,Attrition
37,M,2,Uneducated,Unknown,$40K - $60K,Blue,36,2,3,2,3250.0,1721,1529.0,0.446,1714,32,0.391,0.53,712597233,0,14.674002100359129,Existing,Existing
45,M,3,Uneducated,Married,$40K - $60K,Blue,28,2,2,5,4572.0,0,4572.0,0.48,3555,42,0.4,0.0,710064033,0,0.7804159256510831,Existing,Existing
43,F,5,Graduate,Married,Less than $40K,Blue,23,5,3,3,8597.0,903,7694.0,0.773,5173,78,0.733,0.105,817094283,1,99.77266575011724,Attrition,Attrition
40,M,4,Uneducated,Married,$120K +,Blue,24,4,2,2,16634.0,1946,14688.0,0.926,3455,72,1.0,0.117,719930658,1,99.8553947890714,Attrition,Attrition
51,M,4,Unknown,Single,$120K +,Silver,46,2,3,3,34516.0,1279,33237.0,1.02,4615,49,0.581,0.037,807393558,0,7.615084457423249,Existing,Existing
32,F,0,High School,Married,Less than $40K,Blue,26,6,2,3,2778.0,2312,466.0,0.727,1680,33,1.062,0.832,793952133,1,99.88536352121223,Attrition,Attrition
53,M,1,Unknown,Married,$120K +,Blue,48,3,2,3,3088.0,2083,1005.0,0.633,1561,40,0.538,0.675,713835258,1,99.62759705449618,Attrition,Attrition
50,M,3,Uneducated,Single,$80K - $120K,Blue,38,6,2,0,9810.0,1838,7972.0,0.661,2247,41,0.64,0.187,710521383,1,80.37873337125208,Attrition,Attrition
56,F,5,Graduate,Married,Less than $40K,Blue,36,5,4,4,3088.0,2517,571.0,0.848,2292,54,0.862,0.815,715478733,0,36.50746916303098,Existing,Attrition
41,M,3,High School,Married,$80K - $120K,Blue,35,6,2,1,8376.0,1165,7211.0,0.888,4142,67,0.634,0.139,795573333,1,99.90958995591103,Attrition,Attrition
62,F,1,College,Married,Less than $40K,Blue,44,3,2,3,2378.0,1610,768.0,0.448,1807,45,0.607,0.677,779330208,1,97.7821818331449,Attrition,Attrition
48,M,3,Uneducated,Single,$120K +,Blue,38,4,2,5,20912.0,0,20912.0,0.725,4172,84,0.787,0.0,780000258,1,99.79418308503911,Attrition,Attrition
37,M,3,Graduate,Single,$80K - $120K,Blue,29,6,2,4,7199.0,1274,5925.0,0.639,4552,100,0.786,0.177,718984533,1,99.98139610966274,Attrition,Attrition
40,M,2,College,Married,$40K - $60K,Gold,31,1,2,1,3735.0,1474,2261.0,0.798,15039,130,0.757,0.395,714303483,1,99.96597840192285,Attrition,Attrition
47,M,2,Unknown,Married,$80K - $120K,Blue,36,6,2,1,2514.0,1845,669.0,0.683,3696,71,0.614,0.734,714125883,1,99.9483877375596,Attrition,Attrition
45,F,3,Unknown,Single,Unknown,Blue,27,4,1,2,1877.0,0,1877.0,0.752,4854,80,0.818,0.0,720418383,1,99.89397951693455,Attrition,Attrition
49,M,0,Graduate,Married,$60K - $80K,Blue,29,3,3,3,1460.0,0,1460.0,0.738,2329,36,0.5,0.0,711237633,0,0.4133660083012711,Existing,Existing
47,F,2,Doctorate,Single,Less than $40K,Blue,37,4,3,2,2168.0,1485,683.0,0.546,3828,86,0.72,0.685,779224758,1,99.95589548828121,Attrition,Attrition
54,M,4,Unknown,Married,$80K - $120K,Blue,42,3,3,1,1621.0,618,1003.0,0.846,4815,83,1.024,0.381,711909933,1,99.938487330693,Attrition,Attrition
40,M,3,Graduate,Married,$60K - $80K,Blue,33,5,3,6,5500.0,442,5058.0,0.609,7720,67,0.558,0.08,761079783,0,1.1933574151076105,Existing,Existing
32,M,1,Unknown,Married,Less than $40K,Blue,36,5,3,3,6100.0,1520,4580.0,0.853,1668,32,0.882,0.249,710951808,1,99.89458680585217,Attrition,Attrition
48,F,4,Uneducated,Single,Unknown,Blue,44,4,3,0,2231.0,0,2231.0,0.712,3946,48,1.286,0.0,822068583,1,96.18346396116578,Attrition,Attrition
44,M,4,High School,Single,$60K - $80K,Blue,36,1,1,3,2946.0,743,2203.0,0.827,8553,88,0.872,0.252,789529158,1,99.13174880178045,Attrition,Attrition
54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516.0,214,34302.0,0.0,1201,22,0.0,0.006,815539233,0,0.04960967276229377,Existing,Existing
50,M,1,Doctorate,Divorced,$60K - $80K,Blue,33,3,5,2,19939.0,0,19939.0,1.03,3342,76,0.462,0.0,713672208,1,98.37275990716115,Attrition,Attrition
48,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,3,2640.0,2133,507.0,1.008,4956,72,0.846,0.808,770800683,1,99.62232297391421,Attrition,Attrition
39,M,2,High School,Single,$120K +,Blue,33,1,3,4,1726.0,1476,250.0,0.371,1804,34,0.259,0.855,793630083,0,0.05500134272866568,Existing,Existing
41,F,2,College,Divorced,Less than $40K,Blue,36,3,3,4,1569.0,257,1312.0,0.408,2288,45,0.667,0.164,712843983,0,0.11468764526812926,Existing,Existing
51,M,3,High School,Single,$60K - $80K,Blue,43,5,3,3,7119.0,1513,5606.0,0.925,4969,84,0.909,0.213,711421233,1,99.6229233374626,Attrition,Attrition
44,F,3,High School,Married,Less than $40K,Blue,31,3,3,4,4985.0,1379,3606.0,0.896,4222,61,0.605,0.277,709626858,1,98.89049506700181,Attrition,Attrition
43,M,4,Unknown,Married,$40K - $60K,Blue,37,3,2,3,10800.0,1491,9309.0,0.543,3966,77,0.638,0.138,797138883,1,99.93354562786692,Attrition,Attrition
48,M,4,Unknown,Married,$60K - $80K,Blue,36,4,3,3,1622.0,1249,373.0,0.585,4164,66,0.61,0.77,778780008,1,99.90015533051569,Attrition,Attrition
43,F,4,Graduate,Unknown,$40K - $60K,Blue,31,2,3,3,4091.0,1108,2983.0,0.774,5244,87,0.706,0.271,789151983,1,99.8122527475956,Attrition,Attrition
56,F,2,Unknown,Married,Unknown,Blue,45,4,3,0,5406.0,1782,3624.0,0.976,1407,29,0.812,0.33,711173058,1,99.91997570086,Attrition,Attrition
43,M,4,Unknown,Unknown,$120K +,Blue,34,5,2,2,33304.0,1833,31471.0,0.428,1448,29,0.381,0.055,708095133,1,98.22781320334641,Attrition,Attrition
54,F,3,Uneducated,Single,Unknown,Blue,49,6,4,3,9733.0,863,8870.0,0.892,5228,71,0.543,0.089,812222208,1,99.36106790593959,Attrition,Attrition
41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956.0,1053,903.0,0.941,4924,70,0.795,0.538,716680983,1,99.92645946892186,Attrition,Attrition
28,M,0,Graduate,Single,Less than $40K,Blue,36,4,2,4,1707.0,1191,516.0,0.669,2950,87,0.977,0.698,717511533,1,99.93104912215716,Attrition,Attrition
53,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312.0,1844,1468.0,0.986,1740,32,0.882,0.557,715024233,1,99.79547439065458,Attrition,Attrition
36,M,1,Uneducated,Married,$40K - $60K,Blue,16,5,3,2,3735.0,2027,1708.0,0.79,1672,48,0.655,0.543,720674133,1,99.9256319256463,Attrition,Attrition
51,M,1,Uneducated,Married,$60K - $80K,Blue,44,4,2,3,4988.0,0,4988.0,0.619,3890,74,0.644,0.0,744307008,1,99.78848495363283,Attrition,Attrition
36,M,3,College,Married,$120K +,Blue,24,2,2,3,11316.0,1599,9717.0,0.713,2595,49,0.361,0.141,787505133,0,25.907982079589004,Existing,Existing
49,F,4,Graduate,Divorced,Less than $40K,Blue,43,3,1,4,2228.0,1003,1225.0,1.119,2104,44,0.467,0.45,770241333,1,92.23031926919693,Attrition,Attrition
64,F,0,Uneducated,Single,Less than $40K,Blue,36,3,1,3,7112.0,1358,5754.0,0.553,4951,73,0.587,0.191,720439533,1,99.93709638527993,Attrition,Attrition
43,M,1,High School,Married,$80K - $120K,Silver,30,1,1,3,34516.0,2045,32471.0,0.59,4081,54,0.421,0.059,787467858,1,88.04396750030902,Attrition,Attrition
38,F,1,College,Single,Less than $40K,Blue,28,2,2,2,4623.0,1366,3257.0,0.776,14730,118,0.735,0.295,772640808,1,99.96827624348171,Attrition,Attrition
36,M,1,Graduate,Single,Less than $40K,Blue,25,6,1,2,2622.0,2489,133.0,0.84,2717,79,0.549,0.949,717885183,1,99.83504627532481,Attrition,Attrition
43,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099.0,0,11099.0,0.89,3980,77,0.75,0.0,768972558,1,98.90417149177073,Attrition,Attrition
33,M,1,Unknown,Married,$60K - $80K,Blue,36,1,3,4,8925.0,168,8757.0,0.447,741,10,0.429,0.019,720693033,0,0.05789579665004687,Existing,Existing
29,F,0,College,Married,Less than $40K,Blue,19,2,1,2,3261.0,2517,744.0,0.636,2461,54,0.742,0.772,714076683,1,87.28505011075562,Attrition,Existing
47,F,4,Unknown,Single,Less than $40K,Blue,36,3,3,2,2492.0,1560,932.0,0.573,1126,23,0.353,0.626,811604133,1,96.86666923485954,Attrition,Attrition
43,M,2,Uneducated,Single,$120K +,Blue,33,5,3,1,30137.0,1368,28769.0,0.721,3522,74,0.897,0.045,710077008,1,99.92141528922149,Attrition,Attrition
29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4,3,2,2963.0,1466,1497.0,1.378,2523,48,0.846,0.495,710816358,1,99.86458500810004,Attrition,Attrition
50,F,4,Doctorate,Single,Unknown,Blue,36,2,3,2,2521.0,1608,913.0,0.587,1328,33,0.571,0.638,770632758,1,84.83349660026262,Attrition,Attrition
51,F,4,High School,Single,Less than $40K,Blue,33,2,4,3,3068.0,2071,997.0,0.854,5524,71,0.972,0.675,714745608,1,98.7359044145028,Attrition,Attrition
44,F,3,Post-Graduate,Divorced,Less than $40K,Blue,31,3,2,1,8320.0,0,8320.0,0.421,4128,82,0.491,0.0,718802283,1,99.6055655417462,Attrition,Attrition
44,F,1,High School,Single,Less than $40K,Blue,36,3,3,3,6159.0,1640,4519.0,0.619,13517,106,0.656,0.266,709332408,1,99.90192305265896,Attrition,Attrition
37,M,4,Graduate,Married,$80K - $120K,Blue,26,6,2,3,2846.0,1818,1028.0,0.711,1473,37,1.176,0.639,752952108,1,99.98589381445854,Attrition,Attrition
40,M,2,Uneducated,Married,$60K - $80K,Blue,29,3,2,2,6332.0,318,6014.0,0.783,2505,43,0.536,0.05,719685408,0,5.538480997062478,Existing,Existing
41,F,1,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2909.0,1201,1708.0,0.729,4230,68,0.659,0.413,710969433,1,99.84246022937236,Attrition,Attrition
56,F,1,Graduate,Married,Less than $40K,Blue,48,6,2,2,1438.3,0,1438.3,0.706,1336,32,0.882,0.0,788122533,1,98.39675114099585,Attrition,Attrition
43,F,3,Graduate,Single,Less than $40K,Blue,30,3,3,1,4075.0,2189,1886.0,0.695,3956,71,0.732,0.537,711675108,1,99.89412950290034,Attrition,Attrition
30,M,2,High School,Married,Less than $40K,Blue,23,4,2,0,2997.0,1393,1604.0,1.12,1577,35,0.522,0.465,754654383,1,99.98529905343082,Attrition,Attrition
43,M,2,Doctorate,Divorced,$40K - $60K,Blue,34,4,1,2,2243.0,0,2243.0,0.697,4023,63,0.75,0.0,711762408,1,99.61428510114048,Attrition,Attrition
60,F,1,Unknown,Single,Less than $40K,Blue,36,1,1,3,2347.0,1488,859.0,0.621,3977,83,0.886,0.634,716673258,1,99.94122116298604,Attrition,Attrition
37,F,1,College,Single,$40K - $60K,Blue,32,4,2,3,1976.0,0,1976.0,0.812,4424,73,0.659,0.0,816091608,1,99.75594092771448,Attrition,Attrition
44,M,3,Unknown,Single,$80K - $120K,Silver,38,3,3,1,34516.0,657,33859.0,0.641,4614,76,0.689,0.019,803415183,1,99.63567330491647,Attrition,Attrition
50,F,3,High School,Single,Less than $40K,Silver,39,4,3,4,11176.0,2422,8754.0,1.003,2682,64,0.641,0.217,717427983,1,80.0908077609952,Attrition,Attrition
54,F,1,Graduate,Single,Less than $40K,Blue,34,5,2,2,2939.0,2152,787.0,0.555,2476,42,0.355,0.732,778378983,0,10.167429854794038,Existing,Existing
56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5,2,4,5248.0,1816,3432.0,0.696,2305,45,0.731,0.346,709426608,1,59.74408422754659,Attrition,Attrition
53,F,2,Graduate,Single,Less than $40K,Blue,38,4,2,3,2375.0,1353,1022.0,0.804,5000,76,0.617,0.57,711447783,1,99.90748070817862,Attrition,Attrition
43,M,5,Graduate,Married,$60K - $80K,Blue,35,4,3,0,21585.0,986,20599.0,0.631,3789,70,0.75,0.046,712939533,1,99.79186513444314,Attrition,Attrition
47,M,3,Graduate,Single,$40K - $60K,Blue,34,4,3,3,4413.0,232,4181.0,0.799,7869,76,0.767,0.053,780511683,0,13.02411509655313,Existing,Existing
54,M,1,High School,Single,$60K - $80K,Blue,34,5,2,0,13940.0,2109,11831.0,0.66,15577,114,0.754,0.151,710841183,1,99.97105058111416,Attrition,Attrition
59,F,0,Graduate,Single,$40K - $60K,Silver,45,6,3,3,21358.0,1225,20133.0,0.681,3646,77,0.75,0.057,718354683,1,99.9285505604534,Attrition,Attrition
54,F,4,Graduate,Divorced,Less than $40K,Blue,43,1,2,1,2506.0,1784,722.0,0.729,4504,80,1.051,0.712,711118083,1,99.98515749805642,Attrition,Attrition
50,F,2,Unknown,Married,$40K - $60K,Blue,36,5,1,2,2295.0,1277,1018.0,0.308,2245,47,0.679,0.556,715102308,1,67.82436130641337,Attrition,Attrition
49,F,2,Uneducated,Single,Less than $40K,Blue,37,5,1,4,2934.0,2381,553.0,0.762,3396,64,0.778,0.812,717961458,1,99.89790925007702,Attrition,Attrition
55,M,4,College,Married,$80K - $120K,Blue,40,4,2,5,4047.0,1482,2565.0,0.959,16191,102,0.789,0.366,711834708,1,99.74535425234978,Attrition,Attrition
56,M,3,Graduate,Married,$60K - $80K,Blue,40,3,3,2,20501.0,561,19940.0,0.779,15162,99,0.678,0.027,709467183,1,99.73653932119626,Attrition,Attrition
35,M,3,College,Single,$60K - $80K,Blue,36,5,1,3,2780.0,0,2780.0,0.565,2469,67,0.811,0.0,718274283,1,99.3977999407403,Attrition,Attrition
35,F,1,College,Single,Unknown,Blue,28,4,5,2,3518.0,1575,1943.0,0.625,2121,60,0.579,0.448,758317233,1,99.6872930006457,Attrition,Attrition
37,F,3,Doctorate,Married,Less than $40K,Blue,36,3,5,2,1438.3,0,1438.3,0.861,4314,82,0.864,0.0,713993208,1,99.78897522834723,Attrition,Attrition
50,M,2,Graduate,Single,$80K - $120K,Blue,46,2,3,2,5965.0,622,5343.0,0.728,4637,91,0.655,0.104,826548708,1,99.88033315873619,Attrition,Attrition
65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2,2,2416.0,1499,917.0,0.905,2372,53,0.514,0.62,710522433,1,96.4442007741097,Attrition,Attrition
53,F,4,Unknown,Married,Less than $40K,Blue,47,3,2,2,2734.0,2085,649.0,0.764,4064,66,0.784,0.763,785500533,1,99.92868433287741,Attrition,Attrition
42,M,3,High School,Unknown,$60K - $80K,Blue,38,5,1,2,10239.0,510,9729.0,0.344,1228,26,0.529,0.05,824782008,1,94.23967698064448,Attrition,Attrition
44,M,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,2,3843.0,1460,2383.0,0.811,16461,105,0.909,0.38,717991533,1,99.89672346202435,Attrition,Attrition
30,M,1,Post-Graduate,Divorced,Less than $40K,Blue,36,6,2,4,5061.0,0,5061.0,0.911,1309,38,0.462,0.0,718418958,1,93.5641912279403,Attrition,Existing
47,M,3,Graduate,Married,$60K - $80K,Blue,29,4,3,3,7298.0,0,7298.0,0.589,4512,72,0.756,0.0,721483158,1,99.75156423194179,Attrition,Attrition
51,M,1,Post-Graduate,Married,$120K +,Silver,31,2,5,2,34516.0,1991,32525.0,0.718,7520,79,0.681,0.058,721227258,1,98.83954468677949,Attrition,Attrition
42,M,3,Graduate,Single,$60K - $80K,Blue,31,3,3,4,2934.0,2517,417.0,0.868,2484,55,0.774,0.858,779400183,0,43.125885052886225,Existing,Attrition
33,M,1,College,Single,$80K - $120K,Blue,26,4,3,4,19136.0,1608,17528.0,0.728,2501,55,0.528,0.084,737982408,1,99.45621120125415,Attrition,Attrition
47,M,1,Graduate,Married,$40K - $60K,Blue,42,3,2,1,1626.0,0,1626.0,0.783,4847,78,1.053,0.0,804428958,1,99.87754245404957,Attrition,Attrition
46,F,4,Graduate,Married,$40K - $60K,Blue,34,5,3,1,4152.0,1446,2706.0,0.826,2218,30,0.304,0.348,708684108,0,7.015641344172854,Existing,Existing
55,F,3,High School,Single,$40K - $60K,Blue,47,5,4,3,2687.0,1689,998.0,0.714,2370,34,0.789,0.629,778601733,0,15.43072376194007,Existing,Existing
40,M,3,Graduate,Single,$80K - $120K,Blue,30,2,2,2,29338.0,159,29179.0,1.017,4983,40,0.379,0.005,713003358,0,0.2564340736879248,Existing,Existing
33,F,1,Graduate,Married,Less than $40K,Blue,20,2,2,2,1507.0,0,1507.0,0.723,4698,87,0.851,0.0,780360558,1,99.19096113894312,Attrition,Attrition
40,F,2,High School,Single,$40K - $60K,Blue,35,2,1,2,2544.0,1713,831.0,0.696,8006,88,0.571,0.673,806432433,1,99.94453480736047,Attrition,Attrition
49,M,4,Graduate,Single,$40K - $60K,Blue,42,3,3,2,2822.0,1501,1321.0,1.043,4344,68,1.194,0.532,747208083,1,99.8428017612858,Attrition,Attrition
44,F,4,Unknown,Married,Less than $40K,Blue,28,5,2,3,2020.0,0,2020.0,0.716,2621,45,0.552,0.0,711234783,0,0.4475333472390076,Existing,Existing
60,F,1,Uneducated,Single,Less than $40K,Blue,47,1,3,2,4905.0,2413,2492.0,0.853,15478,109,0.73,0.492,708510858,1,99.69823744428975,Attrition,Attrition
35,F,2,Graduate,Single,Less than $40K,Blue,23,6,3,3,2317.0,1301,1016.0,0.925,4161,71,1.219,0.562,771464808,1,99.91083579650957,Attrition,Attrition
35,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,3,1438.3,670,768.3,0.909,4321,83,0.804,0.466,713629533,1,99.84577090122147,Attrition,Attrition
44,F,3,College,Married,$40K - $60K,Blue,24,3,1,4,8495.0,1537,6958.0,0.919,1950,31,0.938,0.181,778340733,1,99.51296879115878,Attrition,Attrition
48,M,1,Unknown,Single,$60K - $80K,Blue,38,3,3,3,11367.0,1999,9368.0,0.661,4175,63,0.537,0.176,711701958,1,99.71085992256727,Attrition,Attrition
51,F,3,Graduate,Single,$40K - $60K,Blue,36,3,3,4,2585.0,1847,738.0,0.627,3480,64,0.6,0.715,709604958,1,99.75118899075943,Attrition,Attrition
41,F,3,Unknown,Married,Less than $40K,Blue,32,3,2,3,1438.3,0,1438.3,0.372,1852,38,0.31,0.0,714287583,0,0.23204619158279516,Existing,Existing
50,F,4,High School,Married,$40K - $60K,Blue,36,6,1,1,1479.0,1004,475.0,0.827,5116,75,0.974,0.679,713789883,1,99.97404941842362,Attrition,Attrition
44,M,2,Graduate,Unknown,$80K - $120K,Blue,37,3,1,3,1965.0,1021,944.0,0.516,3968,57,0.781,0.52,757044033,1,99.61299054224668,Attrition,Attrition
65,F,0,Uneducated,Single,Unknown,Blue,56,5,3,5,20130.0,2355,17775.0,0.716,2444,49,0.633,0.117,718476033,1,61.12424158792179,Attrition,Attrition
34,M,0,Graduate,Divorced,$80K - $120K,Silver,24,1,2,3,34516.0,400,34116.0,0.202,5112,49,0.256,0.012,714145233,0,0.048461128444469474,Existing,Existing
41,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,1,1,4941.0,1040,3901.0,0.765,7631,91,0.596,0.21,710489583,1,99.97512513701022,Attrition,Attrition
43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187.0,2430,757.0,0.617,1387,33,1.357,0.762,708528483,1,99.79372841701853,Attrition,Attrition
61,M,0,High School,Divorced,$60K - $80K,Blue,51,6,3,4,5852.0,1935,3917.0,0.829,3689,55,0.618,0.331,718025808,1,98.24602439729586,Attrition,Attrition
34,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,3,2401.0,496,1905.0,0.647,2597,40,0.379,0.207,716751858,0,0.2980760688335488,Existing,Existing
35,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1,2942.0,2100,842.0,0.694,4548,71,0.821,0.714,720419358,1,99.94745105425572,Attrition,Attrition
55,F,5,High School,Single,Less than $40K,Blue,49,6,2,1,2177.0,1472,705.0,0.787,5228,77,0.674,0.676,769100508,1,99.95787844493334,Attrition,Attrition
41,M,3,Unknown,Married,$60K - $80K,Silver,29,1,3,4,27945.0,0,27945.0,0.902,8345,70,1.059,0.0,708662583,0,0.29165560343810326,Existing,Existing
49,M,4,High School,Married,$60K - $80K,Blue,36,6,3,2,12938.0,661,12277.0,0.725,1282,32,0.778,0.051,717190533,1,99.70330904930499,Attrition,Attrition
56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910.0,709,2201.0,0.538,1192,27,0.588,0.244,719731458,1,99.3565807682263,Attrition,Attrition
51,M,3,Uneducated,Married,$80K - $120K,Blue,40,3,2,2,3150.0,0,3150.0,0.75,3477,78,0.857,0.0,709999308,1,99.81763286983447,Attrition,Attrition
49,M,1,Unknown,Single,$120K +,Blue,40,5,3,1,34516.0,0,34516.0,0.759,3230,64,0.561,0.0,718963158,1,98.51253522806182,Attrition,Attrition
52,F,3,Unknown,Married,Less than $40K,Blue,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,720756708,1,99.96410699552153,Attrition,Attrition
46,M,2,High School,Unknown,$60K - $80K,Blue,42,3,3,2,7116.0,693,6423.0,0.759,4759,81,0.841,0.097,822121608,1,99.86985361384531,Attrition,Attrition
59,M,0,College,Married,Less than $40K,Blue,49,3,3,3,4250.0,1095,3155.0,0.947,1174,27,0.8,0.258,714472608,1,99.80965096800473,Attrition,Attrition
53,M,2,High School,Married,$120K +,Blue,39,3,2,3,13091.0,985,12106.0,0.322,1452,37,0.276,0.075,780276258,1,88.10019114366851,Attrition,Attrition
47,F,4,Graduate,Single,Less than $40K,Blue,39,3,3,6,1438.3,0,1438.3,0.854,2295,51,0.545,0.0,719512983,0,0.20856447291138272,Existing,Existing
45,F,4,Unknown,Single,Less than $40K,Blue,40,5,4,3,1438.3,0,1438.3,0.605,2207,41,0.64,0.0,812406183,0,0.5858091032804641,Existing,Existing
52,M,2,Graduate,Married,$60K - $80K,Blue,41,4,3,3,2628.0,2195,433.0,0.635,3608,68,0.417,0.835,713214558,1,99.80364833556601,Attrition,Attrition
51,M,2,Unknown,Single,$120K +,Blue,42,2,4,2,14938.0,0,14938.0,0.758,8192,80,0.778,0.0,708354858,1,63.24833321266456,Attrition,Existing
54,M,1,College,Married,$60K - $80K,Blue,42,3,2,2,2987.0,2517,470.0,0.479,1617,35,0.75,0.843,720145683,1,99.2423142705721,Attrition,Attrition
38,F,2,High School,Single,Less than $40K,Blue,20,4,3,3,2420.0,676,1744.0,0.782,3770,76,0.81,0.279,780897858,1,99.8775901302552,Attrition,Attrition
47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,21304.0,1532,19772.0,1.018,1770,25,0.923,0.072,709703433,1,99.93844566091002,Attrition,Attrition
51,F,2,Uneducated,Married,Less than $40K,Blue,40,4,3,3,1612.0,831,781.0,0.602,4924,81,0.884,0.516,771869508,1,99.94787933406192,Attrition,Attrition
44,M,0,Unknown,Married,$40K - $60K,Silver,34,2,1,2,22226.0,1864,20362.0,0.864,8753,97,0.702,0.084,789304983,1,99.71926007505809,Attrition,Attrition
45,M,4,Doctorate,Married,$80K - $120K,Blue,39,2,3,2,1438.3,1162,276.3,0.539,4598,86,0.623,0.808,799242033,1,99.9525892680144,Attrition,Attrition
57,M,2,High School,Single,$80K - $120K,Blue,52,6,3,4,32409.0,0,32409.0,0.943,4218,66,0.571,0.0,816606333,1,99.1237107415063,Attrition,Attrition
